GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRFIS,G18USSDRAY,G18USSLSCH,G18GOVRRIC,G18GOVDKRI,G18SOSREVN,G18SOSDDAN,G18TRERMUR,G18ATGRPET,G18AUDRJAN,G18AUDDSKI
31055008-12,31,055,008-12,538.0107883584827,582.8450207216896,51.65683294021663,549.706675061928,619.8819952825996,526.3149016550374,608.1861085791544,804.0922108618627,803.1175536365756,503.89778547343394,628.6539103101836
31055008-13,31,055,008-13,860.1669122794709,277.0337624328547,39.68246871463339,858.8538695658051,316.81961874672163,843.6688162830642,278.57604844338664,972.5804687136862,975.7192281481998,799.7069229801488,317.24734579395226
31055008-14,31,055,008-14,468.8735916336732,219.41931429546176,21.21114213974275,466.2325023558546,241.50023940682388,454.4809586433565,216.8734461065246,563.4383206756731,565.2731077077932,429.6637231652944,231.99610744493177
31055008-15,31,055,008-15,685.0322492189886,398.1384012554806,22.444076541362875,677.2256139002537,431.31660136010396,678.2014433150956,397.1625718406387,870.4398380389429,876.2948145279939,626.4824843284767,438.14740726399697
31055008-16,31,055,008-16,488.47070240750605,323.3165303536801,37.79911281722357,487.47477642244814,361.1174468035184,489.46416889354384,334.25712316179767,651.6185934302981,651.6195772299061,462.6008938529989,341.2263095247843
31055008-17,31,055,008-17,548.0414911646668,424.05377722611325,18.134413129835266,544.1510428594781,446.0786386611372,517.2427028378755,434.0509032566796,729.5990485499592,732.578139394129,481.33769186894847,452.92590340493996
31055008-18,31,055,008-18,486.7841343200274,465.50686399124015,30.53134310849462,496.4598002937239,488.2183087557475,483.44330096620274,478.5837383091205,701.8848731844355,700.3831484715784,459.0436766464724,486.34660688291063
31055008-19,31,055,008-19,362.062063491537,310.8962970903658,20.563431105903188,368.91477793177444,327.7215780512111,358.3296818394145,324.58682403075767,509.100455802765,506.6094773574638,335.8897246909408,336.4402429636375
31055008-20,31,055,008-20,453.80577966353565,394.54164082637584,34.45203106472055,456.81494479884003,427.797771548672,458.3652387317343,407.8518588269917,640.6108818886655,641.491217199107,450.782848914721,407.9708127844963
31055008-23,31,055,008-23,368.1745795789822,311.575135413335,24.73065732488828,379.02996444686113,323.5203251187513,370.1814398454928,308.6896084753101,506.29388965100696,504.34461252068456,333.601564708835,335.36954293052077
31055008-24,31,055,008-24,539.375591975299,287.6014271355634,28.85955322531795,546.3417022019205,305.5142588615331,529.4241870523722,286.6061316892375,661.7803095316406,664.7657098784232,470.7099189793481,339.3493807243767
31055008-27,31,055,008-27,73.87451990591099,65.40058987927088,7.989965012062855,76.49826820397352,70.84746742903408,71.08944993632271,72.16161271383439,103.67102475808286,102.70309472892835,69.69918608729762,71.87702865289528
31055008-37,31,055,008-37,529.01292931956,372.7810735578956,24.720230342035517,546.8114951658256,376.73631041262126,533.9569753879672,356.96012613899285,705.0209693548529,704.0321601411715,495.39341605439176,384.64678412207263
31055008-39,31,055,008-39,886.0071690383764,351.41324404172235,29.794637459043845,898.8996415119784,368.3249971781904,867.1409074388754,355.37978987394496,1058.676558703401,1061.6958132760637,823.4921240201306,395.0548363471976
31055008-40,31,055,008-40,857.8952687555021,332.94292662550595,42.93330823257933,884.960740088531,359.6467801442942,862.3102115879924,338.874752781222,1042.3708882365233,1046.4601593691687,794.6432346764863,393.8418864142879
31055008-41,31,055,008-41,717.8844050100257,290.9694976502541,27.71037350487533,740.2166510739169,296.6223913375838,693.8287734014759,291.3506555588111,829.8902476988565,836.9902254417414,658.8083689307429,330.45936042080916
31055008-42,31,055,008-42,531.6395367126224,261.62036462142714,10.927727982527434,538.4142915225606,267.7447061858378,520.5807069647508,248.46759214179986,643.6108169007246,647.0020665621962,472.78242829527164,285.3630713710984
31055008-43,31,055,008-43,693.9582134266184,435.17893463431307,23.598842234619365,697.1412513282133,452.21661308326327,675.326221519614,434.6472986552885,857.1199413835376,868.8557799669009,615.6424927212706,480.7393978033423
31055008-44,31,055,008-44,262.24000628132285,211.93273977021192,14.449959529787177,263.84555734018807,221.03086243711496,266.52147577163015,207.11608659361622,350.01013083262274,346.26384502860384,251.00114886926616,217.28457663309607
31055008-45,31,055,008-45,839.8692554858701,392.6415989213708,19.805002185990492,859.4745903409537,390.70660161263913,830.8808222327162,364.4015541919508,995.7950488610039,1009.1351530941174,775.404358367706,413.87805406469926
31055008-46,31,055,008-46,488.50733916951197,420.9415539212725,31.70889257226809,505.2710416454226,431.70952087456294,497.8575209782662,415.7052563971831,693.4147772717461,695.2966285097013,472.4988102147524,423.6504464935406
31055008-47,31,055,008-47,565.5050095882433,464.9322369103029,31.047401876795064,561.489208962645,497.9835889434976,554.4615578678478,472.91643628470456,783.9000252282021,782.892124915403,551.3707042706573,468.979638787098
31055008-48,31,055,008-48,749.0974031226751,235.32073844336605,21.76193172273825,744.1044240948768,262.0439924016633,743.7878561724827,224.2412142054914,848.4909259410788,842.8159190301147,694.3213099320259,259.4280864918571
31055008-49,31,055,008-49,618.7907509157509,386.9798534798535,25.43177655677656,608.5467032967033,416.5805860805861,620.5279304029305,380.07371794871796,806.5929487179487,807.4990842490843,593.0022893772893,403.59935897435895
31055008-50,31,055,008-50,671,452,40,685,477,653,456,860,854,616,479
31055008-51,31,055,008-51,804.9053199481338,622.3206286273307,32.37147139390136,794.7810217694516,657.8707442256791,784.8088406845317,623.3254026549799,1078.8681587592157,1075.9707754753767,718.0060661407451,674.9584938444227
31055008-52,31,055,008-52,252.40561653499822,261.6281294468539,16.988839574471033,257.7449661155463,273.2776194407769,251.43482570217128,265.99668819457503,371.32749355629545,371.32749355629545,241.2415219574887,266.4820836109885
31055008-53,31,055,008-53,686.4148700516873,476.16931836082153,24.109209232955127,680.0432192603138,502.0673604042806,685.0873147027793,466.1329152831698,898.7791228710661,902.2057646059322,653.4299232156843,480.5034618548826
31055008-55,31,055,008-55,860.9025968773249,325.67926155663395,24.23806827726175,860.8955759051233,348.9560075983367,851.2121438275173,322.75878579450864,999.5090740589212,1009.1840809698854,773.6786900679741,360.5719135081429
31055008-56,31,055,008-56,339,323,36,347,347,358,315,507,509,353,318
31055008-57,31,055,008-57,591.959496086856,357.5469232716835,47.10638914562386,601.9136280783404,397.6801418464545,590.8502250735793,360.5505054500888,786.9812106106408,786.007664144007,565.6293538545567,381.756546761116
31055008-58,31,055,008-58,444.67689805488993,179.7692545304475,15.205723095362051,454.6711419833963,184.97548682095314,439.68195976936954,189.828451465261,529.5689558751966,529.5692336180022,407.53409118526065,216.86809589916984
31055008-59,31,055,008-59,460.3188522877287,354.86251880536753,32.214388530273865,465.2456724453432,385.16431048147007,466.2409859445876,354.8561381212801,638.0980680657447,640.1400412318835,440.7564769105848,368.23848776299684
31055008-60,31,055,008-60,191.5615812493412,412.2749047551766,22.583606181259107,190.8001895609359,433.7603718388758,185.77152809131374,426.1119203366899,372.0669271323938,372.9598690926822,183.1691532888423,421.6542720862438
3105700001P,31,057,00001P,255,46,9,253,56,239,46,255,257,223,57
3105700002P,31,057,00002P,214,23,8,225,28,199,22,208,212,199,24
3105700003P,31,057,00003P,104,15,5,106,17,104,17,110,109,106,15
3105700004P,31,057,00004P,76,15,1,70,18,67,15,76,72,62,14
3105900001P,31,059,00001P,199,90,12,213,93,201,79,243,251,193,85
3105900002P,31,059,00002P,194,79,18,200,98,201,79,245,250,191,86
3105900003P,31,059,00003P,163,27,8,168,30,160,30,171,172,155,27
3105900004P,31,059,00004P,161.6769230769231,90.85384615384615,22.892307692307693,175.98461538461538,98.72307692307693,175.26923076923077,80.12307692307692,217.47692307692307,218.90769230769232,163.1076923076923,88.70769230769231
3105900005P,31,059,00005P,232,103,13,245,108,243,83,278,287,224,94
3105900006P,31,059,00006P,64.32307692307693,36.146153846153844,9.107692307692307,70.01538461538462,39.276923076923076,69.73076923076924,31.876923076923077,86.52307692307693,87.09230769230768,64.8923076923077,35.292307692307695
3105900007P,31,059,00007P,184,84,11,198.99999999999997,81,177,77,225,226.99999999999997,169,81
3105900008P,31,059,00008P,175,90,11,178,98,160,89,207,208,152,92
3105900009P,31,059,00009P,131,29,9,121,46,123,27,133,141,119,31
3105900010P,31,059,00010P,214,61,4,220,60,207,47,230,237,188,53
3106100001P,31,061,00001P,248,72,14,265,70,240,75,290,289,236,75
3106100003P,31,061,00003P,187,39,9,196,40,186,38,200,199,180,40
3106100005P,31,061,00005P,374,89,17,404,85,372,77,399,402,357,91
3106100007P,31,061,00007P,235,55,10,244,59,222,56,250.00000000000003,245,213,57
3106300001P,31,063,00001P,134.41048034934497,30.864628820960696,9.956331877729257,141.37991266375545,36.83842794759825,130.42794759825327,33.851528384279476,141.37991266375545,142.3755458515284,124.45414847161572,36.83842794759825
3106300002P,31,063,00002P,229.58951965065503,50.1353711790393,10.043668122270743,232.62008733624452,61.161572052401745,226.5720524017467,50.148471615720524,246.62008733624455,246.6244541484716,223.54585152838428,51.161572052401745
3106300004P,31,063,00004P,213,61,8,223,63,216,54,245,245,203,65
3106300005P,31,063,00005P,72,6,5,74,9,76,6,75,72,65,9
3106300006P,31,063,00006P,182,25,3,186,21,177,17,180,182,160,29
3106500001P,31,065,00001P,255.6008230452675,50.35390946502058,10.39917695473251,263.2633744855967,54.18518518518519,247.93827160493828,49.25925925925926,284.6090534979424,273.6625514403292,230.4238683127572,61.300411522633745
3106500001W,31,065,00001W,50.927983539094654,10.03292181069959,2.07201646090535,52.45473251028807,10.796296296296298,49.401234567901234,9.814814814814815,56.70781893004116,54.52674897119341,45.91152263374486,12.213991769547325
3106500002P,31,065,00002P,121,13,6,121,23,117,23,127,126,116,23
3106500002W,31,065,00002W,68.22427983539094,13.440329218106998,2.7757201646090537,70.26954732510288,14.462962962962964,66.17901234567901,13.148148148148149,75.96707818930041,73.04526748971193,61.504115226337454,16.362139917695472
3106500003P,31,065,00003P,180.13984975541578,31.26240391334731,8.624650593990216,185.67688679245282,33.072239692522714,176.3277428371768,33.029786862334035,199.05040181691126,195.17461565338925,169.44924877707896,39.823375262054505
3106500003W,31,065,00003W,92.24691358024693,18.172839506172842,3.7530864197530867,95.01234567901236,19.555555555555554,89.48148148148148,17.77777777777778,102.71604938271605,98.76543209876543,83.1604938271605,22.123456790123456
3106500004P,31,065,00004P,77.32311320754717,7.830188679245283,4.893867924528302,77.32311320754717,12.724056603773585,78.30188679245283,10.766509433962264,85.15330188679245,83.19575471698113,75.36556603773585,9.787735849056604
3106500004W,31,065,00004W,45.77962962962963,7.975925925925925,2.185185185185185,47.2,8.412962962962963,44.7962962962963,8.412962962962963,50.587037037037035,49.6037037037037,43.04814814814815,10.161111111111111
3106500005P,31,065,00005P,226,54,14,239,54,234,44,254,249,222,54
3106500005W,31,065,00005W,194.7574074074074,33.931481481481484,9.296296296296296,200.8,35.790740740740745,190.57407407407408,35.790740740740745,215.20925925925926,211.02592592592592,183.13703703703703,43.22777777777778
3106500006P,31,065,00006P,64,18,3,67,17,62,14,68,67,62,14
3106500007P,31,065,00007P,77.77391304347826,8.97391304347826,2.991304347826087,82.75942028985507,7.976811594202898,73.78550724637681,11.965217391304348,74.78260869565217,73.78550724637681,70.79420289855072,11.965217391304348
3106500008P,31,065,00008P,265.2260869565217,67.02608695652174,16.008695652173913,265.2405797101449,80.0231884057971,271.2144927536232,55.03478260869566,298.2173913043478,293.2144927536232,250.20579710144926,64.03478260869565
3106700001P,31,067,00001P,584,337,28,591,359,599,286,712,713,563,316
3106700004P,31,067,00004P,549,243,33,538,293,541,211,624,633,505,224
3106700007P,31,067,00007P,402.4253088000252,225.95370236237832,36.52751795596543,441.8698292198738,224.09036260716124,428.5631882995409,200.10842239485194,503.62362826450817,509.35657734750293,389.5914044405896,228.31657694642882
3106700008P,31,067,00008P,296,131,16,296,145,294,110,328,339,269,136
3106700011P,31,067,00011P,268,134,22,289,134,258,122,313,314,254,127
3106700015P,31,067,00015P,443,318,39,491,315,439,292,568,569,415,301
3106700016P,31,067,00016P,382.95178536267014,270.10640184963523,55.523830659549866,434.74856188694963,277.7441532326095,410.8312732861553,258.77682686866655,569.3343563289336,560.5970411317156,380.7954042461403,291.61319732768817
3106700017P,31,067,00017P,665.6760158008037,492.37762478648386,57.06068969782776,715.7417629734505,504.3742531366045,675.7198472492348,447.3337933380527,883.84291246983,897.8530274194679,606.6541000765881,509.38099643636315
3106700021P,31,067,00021P,623,442,73,686,450,670,390,895,898,632,443
3106700026P,31,067,00026P,681.9534728593271,430.5652429932427,48.888739404121644,766.6465120694236,389.7950085084533,713.8929128272413,371.78351275581286,891.207963360701,897.2020756471676,668.966229571983,410.6917846469039
3106900001P,31,069,00001P,59,12,3,61,15,60,14,63,61,57,14
3106900002P,31,069,00002P,300,51,13,300,65,299,51,296,291,274,68
3106900003P,31,069,00003P,228,35,16,232,50,235,35,240,236,214,48
3106900004P,31,069,00004P,229.00000000000003,41,12,225,56,226,49,244,240,205,59
3107100003P,31,071,00003P,284.78414058288416,38.152442634197286,8.015265984336386,292.75795433443227,43.18048512819626,278.7149407497436,29.155773347977973,268.7429832437426,265.75306226875125,255.69271844419913,31.14539942932256
3107100004P,31,071,00004P,207.4298872906584,39.89036294051123,1.9945181470255615,197.4572965555306,47.868435528613475,188.48196489391557,42.88214016104957,196.4600374820178,197.4572965555306,179.50663323230054,40.88762201402401
3107100005P,31,071,00005P,174.7859721264574,34.957194425291476,7.990215868638052,175.78474911003715,39.951079343190266,160.8030943563408,30.962086490972457,165.7969792742396,171.78964117571815,162.80064832350033,26.966978556653427
3107300001P,31,073,00001P,207,73,8,214,74,209,61,234,232,197,74
3107300002P,31,073,00002P,293,42,11,292,51.00000000000001,286,37,294,295,259,47.00000000000001
3107300003P,31,073,00003P,125,21,3,130,19,128,17,133,134,115,27
3107300004P,31,073,00004P,42,11,1,49,6,40,12,48,50,38,11
3107500002P,31,075,00002P,282,14,5,260,41.99999999999999,268,17,273,274,259,17
3107700001P,31,077,00001P,148,37,7,152,43,142,47,159,157,129,50
3107700002P,31,077,00002P,190,100,11,196,102,159,98,185,197,149,93
3107700003P,31,077,00003P,272,74,5,289,70,227,60,244,254,202,75
3107700004P,31,077,00004P,122,27,2,115,36,99,31,112,117,87,40
31079000001,31,079,000001,324.16294642857144,277.28399725274727,36.90470467032967,362.06507554945057,275.28914835164835,360.07022664835165,257.33550824175825,466.7946428571429,468.78949175824175,318.17839972527474,277.28399725274727
