GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDKAI,G18USSRSTE,G18USSLWAT,G18USSOWRI
51087000418,51,087,000418,828.2577665827035,464.0239294710328,25.94542401343409,2.9937027707808563
51087000419,51,087,000419,1029.7995468573624,841.8361344212614,47.99065849432369,9.998053852984102
51087000501,51,087,000501,382.1977834612106,867.3316283034953,20.96845694799659,0
51087000502,51,087,000502,654.77982157726,87.32541654091955,4.537710476630105,0.9056444974226768
51087000503,51,087,000503,784.6528357838572,735.3592980346093,16.05710045318314,2.0533398683640702
51087000504,51,087,000504,803.3479452054794,279.64018264840183,6.916894977168949,4.940639269406392
51087000505,51,087,000505,1027.6304945054944,776.2802197802198,20.11675824175824,1.0068681318681318
51087000506,51,087,000506,1233.4367934817308,314.5833575206369,19.974331349698037,0.9987195934915376
51087000507,51,087,000507,124.80221653878942,408.66837169650466,10.03154305200341,0
51087000508,51,087,000508,1066,173,7,1
51087000509,51,087,000509,1044.6244972577697,291.1202925045704,14.46654478976234,2
51087000510,51,087,000510,1103.3695054945056,329.7197802197802,16.88324175824176,0.9931318681318682
51087000511,51,087,000511,2269.3692996019167,246.03788575973684,18.01082450278195,0.0018040837969920311
51087000512,51,087,000512,506.99999999999994,217,17,1
51087000513,51,087,000513,1800.8760184201203,175.87495572086434,12.1211477151966,1
