GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDDUC,G16USSRKIR,G16USSLMCM,G16USSGSUM,G16USSOWRI,G16COMDMEN,G16COMRMUN,G16COMLBAL,G16COMGCUR
17001020001,17,001,020001,86.12802103621222,377.98058226679706,20.948625774136865,0.06479481641468683,0.06479481641468683,161.16708297815254,302.55184687763256,10.571505111690461,6.5506082990356935,0,120.24265822483515,337.3801315955531,10.571505111690461,10.312325846031715
17001020002,17,001,020002,158.1845310596833,560.2326431181486,31.0231425091352,2,8,238.44945188794154,490.8757612667479,15.0115712545676,4.643727161997564,0,192.49512789281363,525.2783191230207,13.0115712545676,9.0115712545676
17001020003,17,001,020003,107.84749564004116,381.8503307773116,11.748692788055207,1.0741481083084783,0.09059900898204513,196.92150506981486,283.25391178488945,11.611455907641705,9.626392241034843,0,161.62232002731574,317.6987544068331,9.755598919805747,6.673068209174678
17001020004,17,001,020004,119.87572482031578,441.5086607134528,15.495059019405698,1.1481739778138491,0,176.46298323482284,385.0206099178177,10.074301831080579,6.662849103929698,0,152.1965630314412,402.7842373676417,12.337580580417614,5.2607008379530535
17001020005,17,001,020005,93.41207827591204,301.3671411455167,13.883525607370636,1.358337783913815,0.99714531596956,141.5639408929824,258.4414643010019,8.403569815488087,2.7087959774266817,0,111.05448603172944,281.38111627085857,8.38991443159455,4.549423303425222
17001020006,17,001,020006,123,384,18,3,0,195,309,10,11,0,160,342,11,10
17001021001,17,001,021001,52.45982330481754,254.56188049603986,10.374127506797281,1.031163759851629,0,101.38979617768086,207.32023979360605,4.374056287184072,4.311688445582488,0,76.23643991408095,234.4423971840427,2.311720961469785,5.218227823059502
17001022001,17,001,022001,88.82964229013899,372.7011300591129,10.780590976590068,4.130098496098345,0.09757387207375837,154.61849661149122,302.3025712260557,8.455344736344205,5.097573872073759,0,108.5126593946553,347.0831622026458,7.4878693603687925,10.325246240245862
17001022002,17,001,022002,53.79279177434256,223.94682319518145,10.263966632073574,2.9084076111125063,2.1822510920480243,97.69804260320004,179.33870086704894,8.034377729453688,3.6533571642292038,1.4478210523917403,77.1194168692057,198.40903267628175,6.584680239662243,3.6503434003676087
17001022003,17,001,022003,112.97305400169257,495.4679422806807,26.506812598639286,4.756761785063012,3.461227371067153,181.2066110684275,440.1728791281908,15.84984056758591,4.3049859988354156,0,140.09813225545022,471.2389785299599,15.936405580830721,10.816487982648534
17001023001,17,001,023001,108.99050080565597,240.25643243290585,13.524368713110594,3.1822044030848455,2.386653302313634,165.47462896041196,190.13671308431952,9.546613209254536,4.773306604627268,0,135.24368713110593,220.36765491362556,5.56885770539848,3.977755503856057
17001023002,17,001,023002,132.5294977372529,262.05562241468755,14.001384907450518,7.899794848385541,0.031190104019262505,216.5947767680962,173.20372377302974,6.0392098510264525,12.800778173937365,0,157.30472859984565,201.939248761155,14.890090600771046,16.802659104828905
